word;2_00;2_10
kolenvergassingscentrale;-;K
levensvoldoening;-;K
comité-generaal;-;K
binnenpad;-;K
bedrijfsingenieur;-;K
getiktheid;-;K
gaasweefsel;-;K
toonstelsel;-;K
Jodenwet;-;K
ejectknop;-;K
onderdrukkingsmechanisme;-;K
bedisselcultuur;-;K
losjesweg;-;K
handoplegger;-;K
visgraatpatroon;-;K
schaafijzer;-;K
existentiefilosoof;-;K
diefijzer;-;K
ministersfunctie;-;K
pantservuist;-;K
wildschut;-;K
keukeneiland;-;K
tandwolf;-;K
orderverwerkingssysteem;-;K
waardecoupon;-;K
mensenvlo;-;K
spectraalanalyse;-;K
alpengebied;-;K
adjudant-onderofficier;-;K
paleografisch;-;K
filosofiegeschiedenis;-;K
awara;-;K
schelprits;-;K
honingvogel;-;K
uitglippen;-;K
mestvocht;-;K
nawijsbaar;-;K
zustersschool;-;K
vaargeld;-;K
kraakwilg;-;K
lazerstraal;-;K
buutplaats;-;K
voortredeneren;-;K
maatslaan;-;K
zenuwaanval;-;K
scharnierblad;-;K
rolstempel;-;K
zaadbed;-;K
waanzinscène;-;K
condoomcampagne;-;K
voortijlen;-;K
rexisme;-;K
bushbush;-;K
terugzinken;-;K
koefnoen;-;K
handelsfoor;-;K
vlechthout;-;K
overgangsrite;-;K
veldwerkster;-;K
hoerenloon;-;K
vodderig;-;K
holklinkend;-;K
corniche;-;K
balsemkruid;-;K
schrijfangst;-;K
eenwordingsverdrag;-;K
vertrekklaar;-;K
omscholingsprogramma;-;K
meubelhout;-;K
levensverlangen;-;K
U-ijzer;-;K
muurhaak;-;K
roodkop;-;K
sproeiflacon;-;K
vooroudergeest;-;K
boetprocessie;-;K
maagmond;-;K
H-bom;-;K
roerijzer;-;K
geloofsverdeeldheid;-;K
perenbloesem;-;K
flakkering;-;K
marktstemming;-;K
darmparasiet;-;K
beenpit;-;K
grauwzwart;-;K
runkleurig;-;K
onderschip;-;K
binnenvaarder;-;K
toonval;-;K
corbillard;-;K
luitenant-adjudant;-;K
soortsvorming;-;K
beeldfrequentie;-;K
I-profiel;-;K
puibalk;-;K
Megila;-;K
kwikdamplamp;-;K
alpenvereniging;-;K
schroefkop;-;K
plantkoord;-;K
zelfvergoding;-;K
berenlul;-;K
bollantaarn;-;K
suikerbus;-;K
haverveld;-;K
godsopenbaring;-;K
levensverschijnsel;-;K
negerstam;-;K
biologiewinkel;-;K
loomte;-;K
stormlamp;-;K
bodemsaneringsregeling;-;K
schandhout;-;K
ichtyoloog;-;K
loodkoliek;-;K
tallship;-;K
smeltmiddel;-;K
Gehenna;-;K
hooipers;-;K
zeillat;-;K
zoutontginning;-;K
kaakholteontsteking;-;K
genadigheid;-;K
voortzeulen;-;K
volksvijandig;-;K
kattendarm;-;K
alverman;-;K
muzieksalon;-;K
toetoep;-;K
badjing;-;K
acculturatieproces;-;K
prachtkleur;-;K
chemisme;-;K
hofceremonieel;-;K
paasdienst;-;K
samenlevingsstructuur;-;K
bladmetaal;-;K
poëzieopvatting;-;K
dwangnagel;-;K
stadskeur;-;K
mollusk;-;K
bronnenpublicatie;-;K
viooltoon;-;K
3D-visualisatie;-;K
democratiseringsprogramma;-;K
lidbonden;-;K
mandarijnendom;-;K
barbarakruid;-;K
blauwgeverfd;-;K
warmvoelend;-;K
hoektafel;-;K
zalfachtig;-;K
sagomeel;-;K
consumptiegoederenindustrie;-;K
bagageafdeling;-;K
aandelenzwendel;-;K
onus;-;K
cholerapatiënt;-;K
slaphangend;-;K
publiciteitsbewust;-;K
stijlloosheid;-;K
waarnemingsscherpte;-;K
raketsilo;-;K
Duitslandkunde;-;K
toxinegehalte;-;K
pennenstok;-;K
loonkostenpeil;-;K
convectiestroom;-;K
AROB-rechter;-;K
knuddig;-;K
avonddis;-;K
pomparm;-;K
versuikering;-;K
slametan;-;K
godtergend;-;K
poorterrecht;-;K
improviserenderwijs;-;K
erosiemateriaal;-;K
ambtenarenstaat;-;K
lachaanval;-;K
proefexplosie;-;K
reinette;-;K
stijlniveau;-;K
kaiserbrötchen;-;K
scheringdraad;-;K
geobsedeerdheid;-;K
ontvloeien;-;K
bovengalerij;-;K
bosnegerdorp;-;K
novembermiddag;-;K
sodoku;-;K
Marialegende;-;K
hartversterker;-;K
kwelderland;-;K
hoogveenreservaat;-;K
schoftenstreek;-;K
slijpstof;-;K
gifgasgranaat;-;K
universiteitsmuseum;-;K
kankantri;-;K
kasiri;-;K
piai;-;K
parelachtig;-;K
rexist;-;K
hifiketen;-;K
fotozetten;-;K
haarvilt;-;K
broekhoest;-;K
tuftuf;-;K
Portugees-Israëlitisch;-;K
Hasselaarse;-;K
zijluik;-;K
napoleonvis;-;K
mathematisering;-;K
boventitel;-;K
beregelen;-;K
wereldhuishouding;-;K
waldorfsalade;-;K
stukscheuren;-;K
Oudkerkslavisch;-;K
longkwaal;-;K
stagediver;-;K
temeie;-;K
toewenken;-;K
rijksvorst;-;K
taaltechnologisch;-;K
waterstofsuperoxide;-;K
schoorsteengat;-;K
rubberlaag;-;K
sabeldans;-;K
diversificatiepolitiek;-;K
wapenfiguur;-;K
inhumatie;-;K
speelsgewijs;-;K
zenuwstillend;-;K
zuurgoed;-;K
waterwinningbedrijf;-;K
coq-au-vin;-;K
potlatch;-;K
waarnemingsreeks;-;K
perceelland;-;K
stralingsgordel;-;K
rokvest;-;K
onewomanshow;-;K
basisgemeenschap;-;K
carbuur;-;K
kandidaat-international;-;K
patentsteek;-;K
militievergoeding;-;K
natuurminnaar;-;K
snelletreinverbinding;-;K
gelijkberechtigdheid;-;K
familiebijbel;-;K
antropobiologie;-;K
kleurgevoeligheid;-;K
VUT-gelden;-;K
lijndienstvlucht;-;K
smeltdraad;-;K
begeleidingsinstituut;-;K
abortusvraagstuk;-;K
kruitlucht;-;K
groei-jaar;-;K
ertsoverslagbedrijf;-;K
Mokumer;-;K
monopoliebedrijf;-;K
sneeuwgors;-;K
WvS;-;K
bruinkoolindustrie;-;K
luchtwortelboom;-;K
Koerdenvraagstuk;-;K
pianist-componist;-;K
omwentelingskegel;-;K
soevereiniteitsverklaring;-;K
ritme-instrument;-;K
groei-explosie;-;K
numerus-fixusstudie;-;K
rijkspolitiekorps;-;K
seksboerderij;-;K
agro-economie;-;K
stuudje;-;K
avonturistisch;-;K
decibelgehalte;-;K
inplaatsingsbeleid;-;K
titi;-;K
zaadhandelaar;-;K
secretaressecongres;-;K
overallconclusie;-;K
journaalteam;-;K
lokethandeling;-;K
spoorwegtechniek;-;K
stabiliteitspolitiek;-;K
stofboel;-;K
emigratieverdrag;-;K
onderdelenpakket;-;K
woningdelersnorm;-;K
nuclearisering;-;K
waterontharding;-;K
soufflémengsel;-;K
hotel-café-restaurant;-;K
scheepsradio;-;K
tweedeklascoupé;-;K
gewichtscoëfficiënt;-;K
startakkoord;-;K
multimedia-apparatuur;-;K
C-omroep;-;K
afschrikkingstheorie;-;K
parlementair-politiek;-;K
goodwillreis;-;K
antibolsjewistisch;-;K
geldkrapte;-;K
stelmoer;-;K
oudewijvenknoop;-;K
zondagbijlage;-;K
ontwikkelingshulpbeleid;-;K
moderniseringspolitiek;-;K
tafeldoek;-;K
buitenfunctiestelling;-;K
antennewoud;-;K
afscheidingsstreven;-;K
eindereeks;-;K
grondvergadering;-;K
uitjubelen;-;K
partijelite;-;K
mannenziekte;-;K
bitterkoekjespudding;-;K
longtop;-;K
laspistool;-;K
verwetenschappelijken;-;K
nieuwsgaarder;-;K
onderlaatst;-;K
operatiekamerpersoneel;-;K
vrijekeuzeruimte;-;K
coöptatiesysteem;-;K
negerkind;-;K
onafhankelijkheidsverdrag;-;K
netwerkoptie;-;K
missie-ijver;-;K
wezensvraag;-;K
gastheorie;-;K
zipdrive;-;K
syllabeschrift;-;K
hypotheekkrediet;-;K
grondontsmetter;-;K
't is dief en diefjesmaat;-;K
11 julifeest;-;K
11 juliviering;-;K
21 juliviering;-;K
24 uursdienst;-;K
24 uurseconomie;-;K
24 uursservice;-;K
A-attest;-;K
AOV'er;-;K
ATM-kaart;-;K
Aarlenaarse;-;K
Afrikaanssprekend;-;K
Al Qaida;-;K
Albinees;-;K
Anansitori;-;K
Ardenner ham;-;K
Ardense hesp;-;K
Arowak;-;K
Arowaks;-;K
Asjkenazi;-;K
Assembleecommissie;-;K
Assembleevergadering;-;K
Aucaans;-;K
Aucaner;-;K
Azteeks;-;K
B-attest;-;K
B-omroep;-;K
Bantoetaal;-;K
Baskisch-nationalistisch;-;K
Beatlesplaat;-;K
Berbervolk;-;K
Bhagwanbeweging;-;K
Boerenrepubliek;-;K
Bosschenaarse;-;K
Boterwet;-;K
Braziliaans-Portugees;-;K
Brits-Engels;-;K
Brits-Indiër;-;K
Brokopondonees;-;K
Bruggelinge;-;K
C-attest;-;K
Canadees-Engels;-;K
Caribisch-Engels;-;K
Caricom-land;-;K
Champions League;-;K
Champions Leaguewedstrijd;-;K
Cherokee-indiaan;-;K
Christian Science;-;K
Cockneydialect;-;K
Commewijner;-;K
Commewijns;-;K
Coroniaan;-;K
Coroniaans;-;K
Cycladisch;-;K
D-sluiting;-;K
Daviscupfinale;-;K
Dode Zeerollen;-;K
Dolle Mina;-;K
Don Juan;-;K
Don Quichot;-;K
Downing Street;-;K
Elvislookalike;-;K
Eskimocultuur;-;K
Eskimohut;-;K
Eustatiaan;-;K
Eustatiaans;-;K
Gallo-Romaans;-;K
Gestapo-chef;-;K
Goidelisch;-;K
Guinees biggetje;-;K
Gurkha;-;K
Hemelwagen;-;K
Homerusvertaling;-;K
Hubertusdag;-;K
Iers-Engels;-;K
Jodenbegraafplaats;-;K
Jodenmop;-;K
Jut en Jul;-;K
K2-top;-;K
Kafkafan;-;K
Keti Koti;-;K
Kol Nidrei;-;K
Korangeleerde;-;K
Koranspreuk;-;K
Krim-Gotisch;-;K
L-kamer;-;K
Land van Kokanje;-;K
Lloyd's-lid;-;K
Lodewijk XV-meubel;-;K
Londentrip;-;K
MX-raket;-;K
Maltezer kruis;-;K
Maltezer leeuwtje;-;K
Manx;-;K
Marowijner;-;K
Marowijns;-;K
Matawai;-;K
Meirevolutie;-;K
Miradj;-;K
Molièrevertaling;-;K
Mont Blancbeklimming;-;K
Multatulibiografie;-;K
NSB-familie;-;K
Natin;-;K
Neolatijns;-;K
New Yorker;-;K
New Yorks;-;K
Nickeriaan;-;K
Nickeriaans;-;K
Noordzee-Germaans;-;K
Oegaritisch;-;K
Oernevel;-;K
Oost-Europadeskundige;-;K
Paraan;-;K
Paraans;-;K
Paramaccaner;-;K
Petrussleutel;-;K
Pueblo-indiaan;-;K
Queen Annestijl;-;K
Riagg-centrum;-;K
Riffijn;-;K
Rode Duivelswedstrijd;-;K
Rosj Hasjana;-;K
Rubenstentoonstelling;-;K
SUV-wagen;-;K
San Andreasbreuk;-;K
Sassanidisch;-;K
Shakespearedrama;-;K
Simchat Thora;-;K
Sint-Bernhardpas;-;K
Sint-Elizabethsvloed;-;K
Sipaliwinees;-;K
Sipaliwiniër;-;K
Sjavoeot;-;K
Slavischsprekend;-;K
SoW-kerk;-;K
Sovjet-Jood;-;K
Srananman;-;K
Sri Krisjna;-;K
Stanfries;-;K
Stille Oceaangebied;-;K
Sturm und Drang;-;K
Surinaams-Javaans;-;K
TEE-trein;-;K
Talmudica;-;K
Temmincks strandloper;-;K
Tosefta;-;K
Tweede Kamerlidmaatschap;-;K
U-balk;-;K
V-effect;-;K
V-wapen;-;K
V1-bom;-;K
Vondelkenner;-;K
W.v.Str.;-;K
WAM-sticker;-;K
Wagneruitvoering;-;K
Wajana;-;K
Wanicaan;-;K
Wanicaans;-;K
Warau;-;K
Wereldschaakfederatie;-;K
Wereldtennisbond;-;K
Wereldvoetbalfederatie;-;K
Witte Huiswoordvoerder;-;K
Z-kaart;-;K
Z-profiel;-;K
Z-vormig;-;K
Zaanse klok;-;K
Zuid-Afrikaans-Engels;-;K
Zuid-Vlaams;-;K
Zwarte Zeevloot;-;K
Zwartvoetindiaan;-;K
Zwitsers-Duits;-;K
aandelenkoersindex;-;K
aannemerskartel;-;K
aanpassingsklas;-;K
aanvoertroepen;-;K
aardewerkfabrikant;-;K
aardkleurig;-;K
aardstralenkastje;-;K
abaja;-;K
abortustoerisme;-;K
abrikooskleurig;-;K
abstinentieverschijnsel;-;K
academieopleiding;-;K
accordeondeur;-;K
achtervolgingswedstrijd;-;K
acteurstoneel;-;K
actiecomedy;-;K
actualiteitenshow;-;K
ad hominem;-;K
ad-interimaanstelling;-;K
addenoi;-;K
adelaarskop;-;K
adukiboon;-;K
advertentiekolom;-;K
aero-elasticiteit;-;K
aerosolverpakking;-;K
afbakbroodje;-;K
affrontelijk;-;K
afgronddiep;-;K
afgunstwekkend;-;K
afkickboerderij;-;K
afknijper;-;K
afruiltransactie;-;K
afscheidingsstrijd;-;K
afstandsbaby;-;K
afstandsvader;-;K
aftruggelen;-;K
afwezigheidslijst;-;K
agaveplant;-;K
agentenuniformrokje;-;K
agglomeratieraad;-;K
agroalimentair;-;K
agrotechnologisch;-;K
aha-ervaring;-;K
aidsafdeling;-;K
aioplaats;-;K
aiostelsel;-;K
aircospecialist;-;K
alcolade;-;K
allerverrukkelijkst;-;K
allerzachtst;-;K
allweatherkleding;-;K
alpenkauw;-;K
alpenkraai;-;K
alttoets;-;K
amah;-;K
amandelgeest;-;K
amateurbepaling;-;K
ambassadeurswerk;-;K
amerikanist;-;K
amoebeabces;-;K
amoebedysenterie;-;K
ams'er;-;K
amto;-;K
amyotrofie;-;K
anarchistencomplot;-;K
andesgier;-;K
angejiddeld;-;K
angiosperm;-;K
angisa;-;K
angostura;-;K
anijstablet;-;K
anno Domini;-;K
anorexia-nervosapatiënt;-;K
anti-Vietnamdemonstratie;-;K
anti-inflationair;-;K
anti-inflatoir;-;K
antiheldin;-;K
antimaffiapolitie;-;K
antimuggenspray;-;K
antinarcoticabrigade;-;K
antiorangist;-;K
antiquarenbeurs;-;K
antiracismebeweging;-;K
antiroosshampoo;-;K
antisandinistisch;-;K
antonpieckachtig;-;K
apachedans;-;K
apachetraan;-;K
apinti;-;K
apothekerscoöperatie;-;K
arabicakoffie;-;K
arbeidsonbekwaamheid;-;K
arbitrageaankoop;-;K
archeofyt;-;K
archievenkamer;-;K
architectenvereniging;-;K
arganvrucht;-;K
armoeiig;-;K
armoelijder;-;K
arteriogram;-;K
asfaltdakwerk;-;K
assyriologie;-;K
assyriologisch;-;K
astroturf;-;K
at-teken;-;K
atelierhouder;-;K
atletenmakelaar;-;K
atoomdeskundige;-;K
audiotoer;-;K
auditiezaal;-;K
auralezen;-;K
aussie-Engels;-;K
auteursrechtenbureau;-;K
autonomieakkoord;-;K
autoreverse;-;K
autoslotspray;-;K
autostradebrug;-;K
autoverschrikker;-;K
autozoektocht;-;K
avondmist;-;K
avondnevel;-;K
awari;-;K
azertyklavier;-;K
azuki;-;K
baanderen;-;K
baantjestrekker;-;K
baarmoederkoek;-;K
babi pangang;-;K
babiroesa;-;K
babyeczeem;-;K
babymais;-;K
babymaïs;-;K
back-upbestand;-;K
backlist;-;K
backstagepasje;-;K
bacteriocide;-;K
badhandje;-;K
badmintonshuttle;-;K
bakabana;-;K
baklap;-;K
baksis;-;K
baksjisj;-;K
balkanvergeet-mij-niet;-;K
balletorkest;-;K
balneologie;-;K
balneologisch;-;K
balsemlucht;-;K
bamafoon;-;K
bamboepaal;-;K
bammoeder;-;K
bangbroek;-;K
baobabboom;-;K
barbershopkoor;-;K
baribal;-;K
barnumachtig;-;K
barragepartijtje;-;K
barré;-;K
barréakkoord;-;K
basishoek;-;K
basketbalfederatie;-;K
basketschoen;-;K
baskiet;-;K
bat mitswa;-;K
batter;-;K
batterijlamp;-;K
battingwicket;-;K
bauxietmaatschappij;-;K
bauxietmarkt;-;K
bauxietstad;-;K
bazuinkoor;-;K
beatlehaar;-;K
bebophaar;-;K
bedampen;-;K
bedolah;-;K
bedrijfs-pc-netwerk;-;K
bedstedeplank;-;K
bedsteeplank;-;K
bedwants;-;K
beheime;-;K
behemoth;-;K
beigeachtig;-;K
belatafelen;-;K
belcanto-opera;-;K
beleggerskringen;-;K
benedenlands;-;K
bensjen;-;K
benzinebon;-;K
benzinestank;-;K
berenboek;-;K
berenhap;-;K
bernhardtiti;-;K
beroepswielrennen;-;K
beschuitgras;-;K
bestuursopzichter;-;K
betbetovergrootmoeder;-;K
bett.;-;K
beurswezen;-;K
beurtstaking;-;K
bewapeningsplan;-;K
bewilligingsverklaring;-;K
bewoningslaag;-;K
bewustwordingsproject;-;K
bezetenheidsdans;-;K
bezitsconstructie;-;K
biedermeiertijd;-;K
biedstijl;-;K
biesbok;-;K
bigbandleider;-;K
bij geruchte vernemen;-;K
bijbelpapier;-;K
bijbelslot;-;K
bijklusser;-;K
bijkrediet;-;K
bijna-unanimiteit;-;K
bikker;-;K
billboardformaat;-;K
binnenduingebied;-;K
binnenhofs;-;K
binnenschrijden;-;K
biochemieconcern;-;K
bitawiwiri;-;K
bitter lemon;-;K
bitterblad;-;K
bitterpee;-;K
blaaswier;-;K
blablafiguur;-;K
bladderig;-;K
bladgeel;-;K
bladvezel;-;K
blakaman;-;K
blauwvos;-;K
bleekschijter;-;K
blerken;-;K
blikjeswaren;-;K
blimbing;-;K
blinddammen;-;K
blocnotevel;-;K
bloedfactor;-;K
bloedgroepgenoot;-;K
bobbelgum;-;K
bobijnhouder;-;K
bobsleeploeg;-;K
bodemziekte;-;K
bodysafe;-;K
boeddhologie;-;K
boeddhologisch;-;K
boeddholoog;-;K
boekhandelsgroep;-;K
boeklong;-;K
boerenstulp;-;K
boletri;-;K
bombel;-;K
bomchecken;-;K
bomendijk;-;K
bondsploeg;-;K
bonhomme;-;K
bonsaiboom;-;K
bontebok;-;K
boomboa;-;K
boontjedief;-;K
boordwijdte;-;K
bootlegging;-;K
bosananas;-;K
boslandcreools;-;K
boslanddignitaris;-;K
bospapaja;-;K
bospolitie;-;K
bosspin;-;K
bosyaws;-;K
botenterrein;-;K
botervlinder;-;K
botsingsenergie;-;K
bowl-out;-;K
boycotbeleid;-;K
boycotwet;-;K
brandweerrood;-;K
brandzwam;-;K
brasa;-;K
breakdansen;-;K
bridgetitel;-;K
briefkaartactie;-;K
briefkaartformaat;-;K
briet;-;K
brillenjood;-;K
brocanteur;-;K
broge;-;K
broncode-editor;-;K
broodcrouton;-;K
broomdrankje;-;K
broomzuur;-;K
brouwerijindustrie;-;K
brownbeweging;-;K
bruinhart;-;K
bruinkoolgroeve;-;K
brushleer;-;K
buikwind;-;K
buitengevechtstelling;-;K
buitenlanderangst;-;K
buitenlandexpert;-;K
bureau-inhoud;-;K
bureaueigenaar;-;K
burgerlijk-liberaal;-;K
burgermansmoraal;-;K
burgul;-;K
bursa-equivalent;-;K
busbo;-;K
buurttehuis;-;K
byebye;-;K
bètastralen;-;K
cadmiumrood;-;K
café noir;-;K
café-brasserie;-;K
cajunkeuken;-;K
calimerocomplex;-;K
camaieu;-;K
cambiohouder;-;K
canadagans;-;K
cantatekoor;-;K
cardioscopie;-;K
cargorijst;-;K
carolina-eend;-;K
carrièreoverweging;-;K
cascadeschakeling;-;K
cash-and-carryzaak;-;K
casinohotel;-;K
cassandravoorspelling;-;K
cassata-ijs;-;K
cassavechips;-;K
cassettewisselaar;-;K
cassolette;-;K
cd-rewriter;-;K
cementlijm;-;K
centrifugaalkoppeling;-;K
centrifugeonderdeel;-;K
ceylonthee;-;K
chambrette;-;K
champagneflûte;-;K
chanoekalamp;-;K
charlotte-russe;-;K
chazanoet;-;K
chef d'équipe;-;K
chef-d'oeuvre;-;K
cheider;-;K
chemieaandeel;-;K
chequeboekdiplomatie;-;K
chimerisch;-;K
chipolata-ijs;-;K
chipsmarkt;-;K
chlooracne;-;K
chloorecht;-;K
chloorwaterstof;-;K
chochme;-;K
choreografieopdracht;-;K
christelijk-fundamentalistisch;-;K
christen-sociaal;-;K
christensocialisme;-;K
christian-scientist;-;K
chromotypie;-;K
cicadeachtig;-;K
ciceroniaans;-;K
cilinderglas;-;K
cilindervlak;-;K
cinemaprimeur;-;K
cinemascopeformaat;-;K
circusachtig;-;K
cirkelboor;-;K
citohulp;-;K
civilisatietheorie;-;K
ckv-docent;-;K
classificeerder;-;K
cliché-uitdrukking;-;K
close-upopname;-;K
closeharmonykoor;-;K
clubsjaal;-;K
clubvolleybal;-;K
clusterbijeenkomst;-;K
clusterprijs;-;K
co-existeren;-;K
cocaproducerend;-;K
cola light;-;K
cold case;-;K
collectiecatalogus;-;K
collectievelastenpeil;-;K
collega-curator;-;K
collega-onderzoekster;-;K
collegezalencomplex;-;K
columnistenprijs;-;K
commissarisplaats;-;K
componistenbond;-;K
compositiedocent;-;K
composteringsfabriek;-;K
compostfabriek;-;K
computerverslaafde;-;K
concubaan;-;K
conditioneringsproces;-;K
confituurtaart;-;K
conservatief-democratisch;-;K
conservenbedrijf;-;K
consistentvet;-;K
consolbaken;-;K
consoletafel;-;K
constructie-ijzer;-;K
contactlenzenspecialist;-;K
containerlijnvaart;-;K
contingentsberoep;-;K
contrarebel;-;K
contrareformatorisch;-;K
convenantcultuur;-;K
conversatiekunst;-;K
conversatiestuk;-;K
copycard;-;K
courgettebloem;-;K
cowboykapitalisme;-;K
craniotoom;-;K
crediteurenbank;-;K
creolistiek;-;K
creutzfeldt-jakobsyndroom;-;K
cro-magnonmens;-;K
croque-madame;-;K
croquetwedstrijd;-;K
cross-overmuziek;-;K
crosscountryrace;-;K
crosscountryskiën;-;K
crosscousinhuwelijk;-;K
crème au beurre;-;K
ctrl-toets;-;K
cube-ijs;-;K
cultfilmer;-;K
cummerband;-;K
cuptoernooi;-;K
curiositeitsgehalte;-;K
cyclecross;-;K
cysteaaltje;-;K
cystenier;-;K
dag-en-nachtritme;-;K
dagtekstenboekje;-;K
dalang;-;K
dalver;-;K
damboek;-;K
dameskapsalon;-;K
dancehallartiest;-;K
dans-en-showorkest;-;K
dansi;-;K
dark horse;-;K
darwinhybride;-;K
darwinvink;-;K
data-encryptie;-;K
datrecorder;-;K
davvenen;-;K
dawet;-;K
de bout hachelen;-;K
deactualiseren;-;K
decimeterhoog;-;K
decorwand;-;K
decurio;-;K
decurion;-;K
deelraadbestuurder;-;K
deelradensysteem;-;K
defensieaankoop;-;K
defensiearm;-;K
democratiseringsplan;-;K
depressieactiviteit;-;K
derboeka;-;K
derdebordspeler;-;K
derdegeneratieallochtoon;-;K
derdehonkman;-;K
detectieplaatje;-;K
determinatiegraad;-;K
deux-chevauxgarage;-;K
devonisch;-;K
diagonaalsgewijs;-;K
diana-aap;-;K
diaprogramma;-;K
dibboek;-;K
dichloordifenyltrichloorethaan;-;K
dienst-na-verkoop;-;K
dienstenbalans;-;K
dienstpet;-;K
dieplinken;-;K
dierpsychologie;-;K
dijonmosterd;-;K
dinarbiljet;-;K
dingdong;-;K
directmailcampagne;-;K
dirigentenbok;-;K
dissidentengroep;-;K
districtsbewoner;-;K
districtsgenoot;-;K
districtstoelage;-;K
divalifeest;-;K
divalioptocht;-;K
dividendloos;-;K
dividivi;-;K
dixielandmuziek;-;K
djilbab;-;K
djorken;-;K
doceertoon;-;K
documentairefotografie;-;K
dogla;-;K
dolfijnvriendelijk;-;K
dollarobligatie;-;K
dolle mina;-;K
domme august;-;K
domus Dei;-;K
donsveer;-;K
doodconcurreren;-;K
doodskopaapje;-;K
doorsnee-Nederlander;-;K
doorsnee-Surinamer;-;K
doorstromingsafdeling;-;K
dorpskapitein;-;K
dozenopener;-;K
draagmier;-;K
drakenvlieger;-;K
dreestrekker;-;K
drentenieren;-;K
driekamerparlement;-;K
driestuiverroman;-;K
drijfnetvloot;-;K
drogeladingvaart;-;K
droogkoker;-;K
droogstappen;-;K
droogstoppelig;-;K
droomuitlegging;-;K
drs.-titel;-;K
drukring;-;K
drumpodium;-;K
drycleaning;-;K
dtp-prik;-;K
dubbelbogey;-;K
dubbelfocusbril;-;K
due diligence;-;K
duediligenceonderzoek;-;K
duetfragment;-;K
duikadres;-;K
duivelskermis;-;K
duivenklok;-;K
dumppraktijk;-;K
dumpschip;-;K
duovoorzitterschap;-;K
dwarskrachtcompensatie;-;K
dwergberk;-;K
döner kebab;-;K
e-dentifier;-;K
earlgreythee;-;K
eblouissant;-;K
ebo;-;K
ebullioscoop;-;K
ecloge;-;K
ecoaardappelen;-;K
ediacara;-;K
eemien;-;K
eenaprilgrap;-;K
eenmeifeest;-;K
eenvrouwsactie;-;K
eerstedagenvelop;-;K
eersteministerportefeuille;-;K
eersteprijswinnaar;-;K
egomaniakaal;-;K
eigener beweging;-;K
eilandhopping;-;K
elektro-oven;-;K
elementairedeeltjesfysica;-;K
elfjuliviering;-;K
elfstedenstad;-;K
emblematabundel;-;K
emigratiepolitiek;-;K
emptynestsyndroom;-;K
en profil;-;K
enkelkous;-;K
enveloppenfinanciering;-;K
ereorde;-;K
erfelijkheidsmolecule;-;K
erfwoning;-;K
esc-toets;-;K
etagebos;-;K
etiolement;-;K
eto;-;K
europide;-;K
ex-PTT'er;-;K
ex-provo;-;K
excarnatie;-;K
extended family;-;K
eïs;-;K
fabricagehal;-;K
factoringmaatschappij;-;K
fantasiestof;-;K
façadebouw;-;K
fedajien;-;K
fellaga;-;K
felnationalistisch;-;K
feloeka;-;K
fenoloplossing;-;K
fiancee;-;K
fiancé;-;K
fichebak;-;K
fietseling;-;K
fijnpapier;-;K
filet d'anvers;-;K
filosofieles;-;K
finoegrist;-;K
finummer;-;K
flat character;-;K
fleetracen;-;K
flesgroen;-;K
flessenborstel;-;K
flightrecorder;-;K
flinterig;-;K
floraliën;-;K
floridawater;-;K
fluorescentlamp;-;K
fly-drivevakantie;-;K
fopmiddel;-;K
fopsigaar;-;K
forechecking;-;K
fosfaatlozing;-;K
fotofucken;-;K
foutslag;-;K
fransmanbirambi;-;K
frontnieuws;-;K
fruits de mer;-;K
frust;-;K
frutti di mare;-;K
funkbas;-;K
gaarsmoren;-;K
gabarit;-;K
galeriebezoeker;-;K
galkoliek;-;K
galoet;-;K
galoppas;-;K
galzucht;-;K
gamma-ijzer;-;K
gangmaakster;-;K
ganzenpastei;-;K
garimpeiro;-;K
garneerspuit;-;K
garnierder;-;K
gas- en lichtrekening;-;K
gasopnemer;-;K
gebiedsaanspraak;-;K
gebitplaat;-;K
gebitsziekte;-;K
geboeidheid;-;K
geboortedaling;-;K
geboortekrik;-;K
gedachteflarden;-;K
geelverlicht;-;K
geestverwarring;-;K
gefilte fisj;-;K
gehoormeting;-;K
gekke henkie;-;K
gelaatszenuw;-;K
geldingszucht;-;K
geldmarktverruimend;-;K
gelebek;-;K
gelegenheidsaanbieding;-;K
gelijkheidswaan;-;K
gelijkknippen;-;K
geloftedag;-;K
geloofsgeschil;-;K
geluidsopnameapparatuur;-;K
geluidspoort;-;K
geluidstrechter;-;K
geluksverlangen;-;K
gemberpot;-;K
gemeente-instelling;-;K
gemeier;-;K
gemenebestland;-;K
geniza;-;K
gentleman-trainer;-;K
geo-etnisch;-;K
geobotanie;-;K
geoha;-;K
gerenoek;-;K
geschiedschrijven;-;K
geselslag;-;K
geserreerdheid;-;K
geslachtsomgang;-;K
gestumper;-;K
geurscheiding;-;K
geuzenverzet;-;K
gevechtstas;-;K
gevelspits;-;K
geverseerdheid;-;K
gewafeld;-;K
geweldsscène;-;K
gewichtigdoener;-;K
gezondheidsbril;-;K
gezondheidsregel;-;K
ghazel;-;K
ghazidsja;-;K
ghibil;-;K
giro-envelop;-;K
gitaarakkoord;-;K
gladkammen;-;K
gladwrijven;-;K
gletsjerdal;-;K
glijijzer;-;K
gloschool;-;K
go-getter;-;K
godsgemeenschap;-;K
godsliederlijk;-;K
godsstad;-;K
godswoord;-;K
goenagoena;-;K
gomma;-;K
gommakoekje;-;K
